"Time stamp","Field thermal power leaving in steam | (MWt)","Field timestep-averaged outlet quality","Field timestep-averaged outlet temperature | (C)","Field total mass flow rate | (kg/s)"
"Apr 18, 05:00 am",-0.00101054,-1,69.239,0.267669
"Apr 18, 06:00 am",0.00103353,-1,70.0407,0.267669
"Apr 18, 07:00 am",0.373226,-0.186129,197.224,0.382724
"Apr 18, 08:00 am",1.3281,0.630865,212.377,0.993394
"Apr 18, 09:00 am",1.70936,0.632284,212.377,1.27607
"Apr 18, 10:00 am",1.87398,0.631483,212.377,1.40057
"Apr 18, 11:00 am",1.94627,0.631615,212.377,1.45434
"Apr 18, 12:00 pm",2.01191,0.631741,212.377,1.50314
"Apr 18, 01:00 pm",1.94464,0.631662,212.377,1.45303
"Apr 18, 02:00 pm",1.8589,0.631566,212.377,1.38914
"Apr 18, 03:00 pm",1.65901,0.631188,212.377,1.24039
"Apr 18, 04:00 pm",1.20333,0.63143,212.377,0.899335
"Apr 18, 05:00 pm",0.529957,0.631422,212.377,0.396048
"Apr 18, 06:00 pm",0.0171162,-1,194.443,0.267669
"Apr 18, 07:00 pm",-0.00604473,-1,173.508,0.267669
"Apr 18, 08:00 pm",-0.00320586,-1,153.432,0.267669
"Apr 18, 09:00 pm",-0.00255494,-1,139.343,0.267669
"Apr 18, 10:00 pm",-0.00235967,-1,126.501,0.267669
"Apr 18, 11:00 pm",-0.00205249,-1,115.077,0.267669
"Apr 19, 12:00 am",-0.00179937,-1,105.071,0.267669
"Apr 19, 01:00 am",-0.00160812,-1,96.1791,0.267669
"Apr 19, 02:00 am",-0.00144432,-1,88.2007,0.267669
"Apr 19, 03:00 am",-0.00128404,-1,81.0703,0.267669
"Apr 19, 04:00 am",-0.0011461,-1,74.7183,0.267669
"Apr 19, 05:00 am",-0.00100769,-1,69.0977,0.267669
"Apr 19, 06:00 am",0.00209052,-1,73.0655,0.267669
"Apr 19, 07:00 am",0.381331,-0.185611,205.694,0.383216
"Apr 19, 08:00 am",1.31377,0.630915,212.377,0.982605
"Apr 19, 09:00 am",1.68814,0.630898,212.377,1.2627
"Apr 19, 10:00 am",1.84583,0.631457,212.377,1.37958
"Apr 19, 11:00 am",1.78416,0.631942,212.377,1.33256
"Apr 19, 12:00 pm",1.84013,0.631494,212.377,1.37525
"Apr 19, 01:00 pm",1.32816,0.631503,212.377,0.992544
"Apr 19, 02:00 pm",0.983055,0.630806,212.377,0.735338
"Apr 19, 03:00 pm",1.09554,0.630746,212.377,0.81956
"Apr 19, 04:00 pm",0.806415,0.63191,212.377,0.602256
"Apr 19, 05:00 pm",0.0531023,0.0283124,212.377,0.267669
"Apr 19, 06:00 pm",0.0105323,-1,188.917,0.267669
"Apr 19, 07:00 pm",-0.00624402,-1,166.802,0.267669
"Apr 19, 08:00 pm",-0.00278672,-1,148.102,0.267669
"Apr 19, 09:00 pm",-0.00246638,-1,135.048,0.267669
"Apr 19, 10:00 pm",-0.00221006,-1,122.784,0.267669
"Apr 19, 11:00 pm",-0.00192101,-1,112.11,0.267669
"Apr 20, 12:00 am",-0.00171656,-1,102.633,0.267669
"Apr 20, 01:00 am",-0.00151518,-1,94.205,0.267669
"Apr 20, 02:00 am",-0.00134398,-1,86.7435,0.267669
"Apr 20, 03:00 am",-0.00121802,-1,80.0411,0.267669
"Apr 20, 04:00 am",-0.00108921,-1,74.0099,0.267669
"Apr 20, 05:00 am",-0.000977212,-1,68.611,0.267669
"Apr 20, 06:00 am",0.00202862,-1,72.4627,0.267669
"Apr 20, 07:00 am",0.347674,-0.186717,193.735,0.36833
"Apr 20, 08:00 am",1.27413,0.630438,212.377,0.953594
"Apr 20, 09:00 am",1.65334,0.630907,212.377,1.23664
"Apr 20, 10:00 am",1.82032,0.632316,212.377,1.35886
"Apr 20, 11:00 am",1.87812,0.631528,212.377,1.40358
"Apr 20, 12:00 pm",1.93359,0.631602,212.377,1.44489
"Apr 20, 01:00 pm",1.86011,0.631562,212.377,1.39005
"Apr 20, 02:00 pm",1.83292,0.631524,212.377,1.3698
"Apr 20, 03:00 pm",1.65096,0.631123,212.377,1.23449
"Apr 20, 04:00 pm",0.85235,0.63152,212.377,0.636917
"Apr 20, 05:00 pm",0.122914,0.166324,212.377,0.267669
"Apr 20, 06:00 pm",0.0132043,-1,191.164,0.267669
"Apr 20, 07:00 pm",-0.00584074,-1,171.011,0.267669
"Apr 20, 08:00 pm",-0.00303564,-1,151.679,0.267669
"Apr 20, 09:00 pm",-0.00250322,-1,138.057,0.267669
"Apr 20, 10:00 pm",-0.0022814,-1,125.547,0.267669
"Apr 20, 11:00 pm",-0.00196242,-1,114.579,0.267669
"Apr 21, 12:00 am",-0.00174771,-1,104.929,0.267669
"Apr 21, 01:00 am",-0.0015426,-1,96.3522,0.267669
"Apr 21, 02:00 am",-0.00138791,-1,88.6974,0.267669
"Apr 21, 03:00 am",-0.00123587,-1,81.8424,0.267669
"Apr 21, 04:00 am",-0.00110436,-1,75.7284,0.267669
"Apr 21, 05:00 am",-0.000990585,-1,70.2552,0.267669
"Apr 21, 06:00 am",0.00329721,-1,77.8632,0.267669
"Apr 21, 07:00 am",0.458722,0.390174,212.377,0.410875
"Apr 21, 08:00 am",1.3803,0.630634,212.377,1.03278
"Apr 21, 09:00 am",1.7566,0.631521,212.377,1.31276
"Apr 21, 10:00 am",1.91523,0.631533,212.377,1.43131
"Apr 21, 11:00 am",1.92867,0.631604,212.377,1.44121
"Apr 21, 12:00 pm",1.97983,0.631677,212.377,1.4793
"Apr 21, 01:00 pm",1.88734,0.631594,212.377,1.41034
"Apr 21, 02:00 pm",1.81556,0.632341,212.377,1.35526
"Apr 21, 03:00 pm",1.63472,0.63101,212.377,1.22254
"Apr 21, 04:00 pm",1.2028,0.63141,212.377,0.898963
"Apr 21, 05:00 pm",0.540281,0.631222,212.377,0.403878
"Apr 21, 06:00 pm",0.0182252,-1,195.37,0.267669
"Apr 21, 07:00 pm",-0.00608934,-1,174.424,0.267669
"Apr 21, 08:00 pm",-0.00323657,-1,154.039,0.267669
"Apr 21, 09:00 pm",-0.00256545,-1,139.889,0.267669
"Apr 21, 10:00 pm",-0.00237417,-1,126.977,0.267669
"Apr 21, 11:00 pm",-0.0020632,-1,115.491,0.267669
"Apr 22, 12:00 am",-0.00180836,-1,105.435,0.267669
"Apr 22, 01:00 am",-0.0015941,-1,96.5672,0.267669
"Apr 22, 02:00 am",-0.00141117,-1,88.7256,0.267669
"Apr 22, 03:00 am",-0.0012556,-1,81.7598,0.267669
"Apr 22, 04:00 am",-0.0011216,-1,75.5479,0.267669
"Apr 22, 05:00 am",-0.00100551,-1,69.9897,0.267669
"Apr 22, 06:00 am",0.00338333,-1,77.8222,0.267669
"Apr 22, 07:00 am",0.445718,0.379135,212.377,0.405125
"Apr 22, 08:00 am",1.36125,0.630738,212.377,1.01837
"Apr 22, 09:00 am",1.73153,0.631373,212.377,1.29429
"Apr 22, 10:00 am",1.8912,0.631502,212.377,1.41341
"Apr 22, 11:00 am",1.91753,0.631587,212.377,1.43292
"Apr 22, 12:00 pm",1.97944,0.631675,212.377,1.47901
"Apr 22, 01:00 pm",1.91069,0.631613,212.377,1.42775
"Apr 22, 02:00 pm",1.82508,0.632481,212.377,1.3621
"Apr 22, 03:00 pm",1.6422,0.63106,212.377,1.22805
"Apr 22, 04:00 pm",1.21098,0.631453,212.377,0.90503
"Apr 22, 05:00 pm",0.560934,0.631804,212.377,0.418973
"Apr 22, 06:00 pm",0.0170901,-1,194.421,0.267669
"Apr 22, 07:00 pm",-0.00615682,-1,172.986,0.267669
"Apr 22, 08:00 pm",-0.0031813,-1,152.897,0.267669
"Apr 22, 09:00 pm",-0.00256728,-1,138.829,0.267669
"Apr 22, 10:00 pm",-0.00232222,-1,126.063,0.267669
"Apr 22, 11:00 pm",-0.00201995,-1,114.827,0.267669
"Apr 23, 12:00 am",-0.0017953,-1,104.903,0.267669
"Apr 23, 01:00 am",-0.00158298,-1,96.0959,0.267669
"Apr 23, 02:00 am",-0.00140161,-1,88.3081,0.267669
"Apr 23, 03:00 am",-0.00124747,-1,81.3881,0.267669
"Apr 23, 04:00 am",-0.00111456,-1,75.2158,0.267669
"Apr 23, 05:00 am",-0.000999393,-1,69.692,0.267669
"Apr 23, 06:00 am",0.00366356,-1,78.3758,0.267669
"Apr 23, 07:00 am",0.429157,0.367014,212.377,0.397624
"Apr 23, 08:00 am",0.683531,0.630299,212.377,0.511638
"Apr 23, 09:00 am",1.42565,0.630197,212.377,1.06738
"Apr 23, 10:00 am",0.451323,0.630626,212.377,0.33766
"Apr 23, 11:00 am",1.85466,0.631006,212.377,1.38707
"Apr 23, 12:00 pm",1.84084,0.631516,212.377,1.37573
"Apr 23, 01:00 pm",0.950318,0.631419,212.377,0.710233
"Apr 23, 02:00 pm",0.112973,0.146672,212.377,0.267669
"Apr 23, 03:00 pm",0.0165802,-1,193.994,0.267669
"Apr 23, 04:00 pm",0.043879,-0.61681,207.28,0.267669
"Apr 23, 05:00 pm",0.291187,0.498984,212.377,0.267669
"Apr 23, 06:00 pm",0.0148201,-1,192.519,0.267669
"Apr 23, 07:00 pm",-0.00561646,-1,173.331,0.267669
"Apr 23, 08:00 pm",-0.00319985,-1,153.793,0.267669
"Apr 23, 09:00 pm",-0.00263437,-1,139.344,0.267669
"Apr 23, 10:00 pm",-0.00237567,-1,126.302,0.267669
"Apr 23, 11:00 pm",-0.00207072,-1,114.789,0.267669
"Apr 24, 12:00 am",-0.00183719,-1,104.622,0.267669
"Apr 24, 01:00 am",-0.00161818,-1,95.6128,0.267669
"Apr 24, 02:00 am",-0.00145275,-1,87.5873,0.267669
"Apr 24, 03:00 am",-0.00129148,-1,80.4136,0.267669
"Apr 24, 04:00 am",-0.00117228,-1,73.9631,0.267669
"Apr 24, 05:00 am",-0.00103048,-1,68.2106,0.267669
"Apr 24, 06:00 am",0.00352512,-1,76.4149,0.267669
"Apr 24, 07:00 am",0.394854,0.329424,212.377,0.384541
"Apr 24, 08:00 am",1.28206,0.630123,212.377,0.95996
"Apr 24, 09:00 am",1.6435,0.630837,212.377,1.2294
"Apr 24, 10:00 am",1.80631,0.632103,212.377,1.34881
"Apr 24, 11:00 am",1.81937,0.632358,212.377,1.35807
"Apr 24, 12:00 pm",1.84598,0.631504,212.377,1.3796
"Apr 24, 01:00 pm",1.76725,0.631784,212.377,1.32023
"Apr 24, 02:00 pm",1.72087,0.631496,212.377,1.28609
"Apr 24, 03:00 pm",1.45838,0.630545,212.377,1.09135
"Apr 24, 04:00 pm",0.448129,0.63077,212.377,0.335201
"Apr 24, 05:00 pm",0.0272925,-1,202.917,0.267669
"Apr 24, 06:00 pm",-0.00595085,-1,184.251,0.267669
"Apr 24, 07:00 pm",-0.00356634,-1,161.404,0.267669
"Apr 24, 08:00 pm",-0.00274987,-1,146.246,0.267669
"Apr 24, 09:00 pm",-0.00253513,-1,132.449,0.267669
"Apr 24, 10:00 pm",-0.002189,-1,120.251,0.267669
"Apr 24, 11:00 pm",-0.00193612,-1,109.543,0.267669
"Apr 25, 12:00 am",-0.00170202,-1,100.066,0.267669
"Apr 25, 01:00 am",-0.00152377,-1,91.6441,0.267669
"Apr 25, 02:00 am",-0.00137293,-1,84.0659,0.267669
"Apr 25, 03:00 am",-0.00124282,-1,77.2169,0.267669
"Apr 25, 04:00 am",-0.00111069,-1,71.061,0.267669
"Apr 25, 05:00 am",-0.000976958,-1,65.6124,0.267669
"Apr 25, 06:00 am",0.00251203,-1,70.9115,0.267669
"Apr 25, 07:00 am",0.171156,-0.460166,176.582,0.285975
"Apr 25, 08:00 am",0.942847,0.6304,212.377,0.705664
"Apr 25, 09:00 am",1.57211,0.630327,212.377,1.17684
"Apr 25, 10:00 am",1.74524,0.631514,212.377,1.30428
"Apr 25, 11:00 am",1.77093,0.631771,212.377,1.323
"Apr 25, 12:00 pm",1.79084,0.63197,212.377,1.3375
"Apr 25, 01:00 pm",1.72293,0.63151,212.377,1.28761
"Apr 25, 02:00 pm",1.54285,0.630574,212.377,1.15453
"Apr 25, 03:00 pm",1.36304,0.631162,212.377,1.0191
"Apr 25, 04:00 pm",0.950186,0.631065,212.377,0.710489
"Apr 25, 05:00 pm",0.377023,0.630744,212.377,0.282022
"Apr 25, 06:00 pm",0.014977,-1,192.651,0.267669
"Apr 25, 07:00 pm",-0.00569687,-1,173.158,0.267669
"Apr 25, 08:00 pm",-0.00322271,-1,153.429,0.267669
"Apr 25, 09:00 pm",-0.00262152,-1,138.98,0.267669
"Apr 25, 10:00 pm",-0.00236741,-1,125.989,0.267669
"Apr 25, 11:00 pm",-0.00206357,-1,114.514,0.267669
"Apr 26, 12:00 am",-0.00180859,-1,104.451,0.267669
"Apr 26, 01:00 am",-0.00161562,-1,95.5151,0.267669
"Apr 26, 02:00 am",-0.00142986,-1,87.5633,0.267669
"Apr 26, 03:00 am",-0.00129183,-1,80.4421,0.267669
"Apr 26, 04:00 am",-0.00115313,-1,74.0479,0.267669
"Apr 26, 05:00 am",-0.00101356,-1,68.3932,0.267669
"Apr 26, 06:00 am",0.00473773,-1,80.2545,0.267669
"Apr 26, 07:00 am",0.468891,0.419372,212.377,0.409945
"Apr 26, 08:00 am",1.35451,0.630692,212.377,1.0134
"Apr 26, 09:00 am",1.71311,0.631307,212.377,1.28064
"Apr 26, 10:00 am",1.87209,0.631474,212.377,1.39918
"Apr 26, 11:00 am",1.85316,0.631522,212.377,1.38493
"Apr 26, 12:00 pm",1.89472,0.631546,212.377,1.41595
"Apr 26, 01:00 pm",1.83142,0.631526,212.377,1.36868
"Apr 26, 02:00 pm",1.86085,0.631517,212.377,1.39069
"Apr 26, 03:00 pm",1.67284,0.63064,212.377,1.25171
"Apr 26, 04:00 pm",1.20097,0.631445,212.377,0.897556
"Apr 26, 05:00 pm",0.526395,0.631062,212.377,0.393586
"Apr 26, 06:00 pm",0.0185398,-1,195.633,0.267669
"Apr 26, 07:00 pm",-0.00614071,-1,174.661,0.267669
"Apr 26, 08:00 pm",-0.0032967,-1,153.849,0.267669
"Apr 26, 09:00 pm",-0.00260738,-1,139.448,0.267669
"Apr 26, 10:00 pm",-0.00241002,-1,126.332,0.267669
"Apr 26, 11:00 pm",-0.00209293,-1,114.671,0.267669
"Apr 27, 12:00 am",-0.00185578,-1,104.401,0.267669
"Apr 27, 01:00 am",-0.00163436,-1,95.2985,0.267669
"Apr 27, 02:00 am",-0.00146639,-1,87.1944,0.267669
"Apr 27, 03:00 am",-0.00130322,-1,79.9533,0.267669
"Apr 27, 04:00 am",-0.00118245,-1,73.4445,0.267669
"Apr 27, 05:00 am",-0.00103927,-1,67.6415,0.267669
"Apr 27, 06:00 am",0.0072962,-1,87.0804,0.267669
"Apr 27, 07:00 am",0.625525,0.454566,212.377,0.518853
"Apr 27, 08:00 am",1.50424,0.630114,212.377,1.12636
"Apr 27, 09:00 am",1.85797,0.631388,212.377,1.38879
"Apr 27, 10:00 am",2.00352,0.631683,212.377,1.49699
"Apr 27, 11:00 am",2.04103,0.631803,212.377,1.52476
"Apr 27, 12:00 pm",2.08976,0.631924,212.377,1.56091
"Apr 27, 01:00 pm",2.02038,0.631796,212.377,1.50935
"Apr 27, 02:00 pm",1.90644,0.631619,212.377,1.42457
"Apr 27, 03:00 pm",1.7254,0.631562,212.377,1.28936
"Apr 27, 04:00 pm",1.29481,0.630579,212.377,0.968882
"Apr 27, 05:00 pm",0.631997,0.630992,212.377,0.472598
"Apr 27, 06:00 pm",0.022488,-1,198.926,0.267669
"Apr 27, 07:00 pm",-0.0064508,-1,177.057,0.267669
"Apr 27, 08:00 pm",-0.00332332,-1,155.512,0.267669
"Apr 27, 09:00 pm",-0.00259172,-1,141.197,0.267669
"Apr 27, 10:00 pm",-0.00238502,-1,128.183,0.267669
"Apr 27, 11:00 pm",-0.00206777,-1,116.669,0.267669
"Apr 28, 12:00 am",-0.00183543,-1,106.524,0.267669
"Apr 28, 01:00 am",-0.00163885,-1,97.4581,0.267669
"Apr 28, 02:00 am",-0.00147028,-1,89.3339,0.267669
"Apr 28, 03:00 am",-0.00132687,-1,82.0144,0.267669
"Apr 28, 04:00 am",-0.00118315,-1,75.4508,0.267669
"Apr 28, 05:00 am",-0.00103955,-1,69.6494,0.267669
"Apr 28, 06:00 am",0.0074074,-1,89.4106,0.267669
"Apr 28, 07:00 am",0.609623,0.0850995,209.982,0.583868
"Apr 28, 08:00 am",1.46807,0.630096,212.377,1.0993
"Apr 28, 09:00 am",1.81587,0.632189,212.377,1.35578
"Apr 28, 10:00 am",1.95475,0.631603,212.377,1.4607
"Apr 28, 11:00 am",1.96985,0.631676,212.377,1.47184
"Apr 28, 12:00 pm",2.01356,0.631753,212.377,1.50434
"Apr 28, 01:00 pm",1.93,0.631649,212.377,1.44211
"Apr 28, 02:00 pm",1.78297,0.63197,212.377,1.33162
"Apr 28, 03:00 pm",1.58666,0.630755,212.377,1.18701
"Apr 28, 04:00 pm",1.10679,0.631227,212.377,0.827411
"Apr 28, 05:00 pm",0.487397,0.630846,212.377,0.364537
"Apr 28, 06:00 pm",0.0196727,-1,196.579,0.267669
"Apr 28, 07:00 pm",-0.00597086,-1,176.473,0.267669
"Apr 28, 08:00 pm",-0.00327448,-1,155.772,0.267669
"Apr 28, 09:00 pm",-0.00258219,-1,141.524,0.267669
"Apr 28, 10:00 pm",-0.00239101,-1,128.533,0.267669
"Apr 28, 11:00 pm",-0.00205315,-1,117.047,0.267669
"Apr 29, 12:00 am",-0.00182213,-1,106.979,0.267669
"Apr 29, 01:00 am",-0.0016278,-1,97.9781,0.267669
"Apr 29, 02:00 am",-0.00143972,-1,89.9741,0.267669
"Apr 29, 03:00 am",-0.00128,-1,82.8712,0.267669
"Apr 29, 04:00 am",-0.00116251,-1,76.479,0.267669
"Apr 29, 05:00 am",-0.00102191,-1,70.7773,0.267669
"Apr 29, 06:00 am",0.00777764,-1,91.6765,0.267669
"Apr 29, 07:00 am",0.632578,0.42442,212.377,0.596215
"Apr 29, 08:00 am",1.50366,0.630122,212.377,1.12592
"Apr 29, 09:00 am",1.85816,0.631397,212.377,1.38892
"Apr 29, 10:00 am",2.00442,0.631694,212.377,1.49764
"Apr 29, 11:00 am",2.06244,0.631857,212.377,1.54064
"Apr 29, 12:00 pm",2.10056,0.631966,212.377,1.56888
"Apr 29, 01:00 pm",2.00939,0.631786,212.377,1.50116
"Apr 29, 02:00 pm",1.85606,0.631587,212.377,1.38698
"Apr 29, 03:00 pm",1.67815,0.630804,212.377,1.25539
"Apr 29, 04:00 pm",1.24921,0.632523,212.377,0.932195
"Apr 29, 05:00 pm",0.598794,0.631293,212.377,0.447577
"Apr 29, 06:00 pm",0.0225266,-1,198.958,0.267669
"Apr 29, 07:00 pm",-0.00632691,-1,177.67,0.267669
"Apr 29, 08:00 pm",-0.00335587,-1,156.074,0.267669
"Apr 29, 09:00 pm",-0.00262792,-1,141.599,0.267669
"Apr 29, 10:00 pm",-0.00241855,-1,128.402,0.267669
"Apr 29, 11:00 pm",-0.00209505,-1,116.731,0.267669
"Apr 30, 12:00 am",-0.00185822,-1,106.456,0.267669
"Apr 30, 01:00 am",-0.0016582,-1,97.2795,0.267669
"Apr 30, 02:00 am",-0.00146561,-1,89.1263,0.267669
"Apr 30, 03:00 am",-0.00130221,-1,81.8955,0.267669
"Apr 30, 04:00 am",-0.00118177,-1,75.3928,0.267669
"Apr 30, 05:00 am",-0.00103856,-1,69.5954,0.267669
"Apr 30, 06:00 am",0.006045,-1,85.299,0.267669
"Apr 30, 07:00 am",0.500457,0.463001,212.377,0.415014
"Apr 30, 08:00 am",1.35297,0.630718,212.377,1.01221
"Apr 30, 09:00 am",1.70149,0.631597,212.377,1.27143
"Apr 30, 10:00 am",1.85514,0.631462,212.377,1.38653
"Apr 30, 11:00 am",1.88701,0.63154,212.377,1.4102
"Apr 30, 12:00 pm",1.89474,0.63156,212.377,1.41594
"Apr 30, 01:00 pm",1.81138,0.632281,212.377,1.35225
"Apr 30, 02:00 pm",1.7234,0.631516,212.377,1.28795
"Apr 30, 03:00 pm",1.57011,0.630652,212.377,1.1748
"Apr 30, 04:00 pm",1.13865,0.6305,212.377,0.852108
"Apr 30, 05:00 pm",0.575173,0.630453,212.377,0.43043
"Apr 30, 06:00 pm",0.0217189,-1,198.286,0.267669
"Apr 30, 07:00 pm",-0.00631723,-1,177.036,0.267669
"Apr 30, 08:00 pm",-0.00336779,-1,155.393,0.267669
"Apr 30, 09:00 pm",-0.00263515,-1,140.856,0.267669
"Apr 30, 10:00 pm",-0.0024233,-1,127.628,0.267669
"Apr 30, 11:00 pm",-0.00209971,-1,115.928,0.267669
"May 1, 12:00 am",-0.00186199,-1,105.628,0.267669
"May 1, 01:00 am",-0.00163958,-1,96.4985,0.267669
"May 1, 02:00 am",-0.00144964,-1,88.437,0.267669
"May 1, 03:00 am",-0.0012887,-1,81.2823,0.267669
"May 1, 04:00 am",-0.00115017,-1,74.9072,0.267669
"May 1, 05:00 am",-0.00101115,-1,69.267,0.267669
"May 1, 06:00 am",0.00475003,-1,81.1688,0.267669
"May 1, 07:00 am",0.469857,0.422979,212.377,0.409607
"May 1, 08:00 am",1.3368,0.630803,212.377,0.999988
"May 1, 09:00 am",1.69101,0.630985,212.377,1.26468
"May 1, 10:00 am",1.84836,0.631453,212.377,1.38148
"May 1, 11:00 am",1.90672,0.631554,212.377,1.4249
"May 1, 12:00 pm",1.96761,0.631648,212.377,1.47023
"May 1, 01:00 pm",1.91092,0.631602,212.377,1.42795
"May 1, 02:00 pm",1.79044,0.632021,212.377,1.3371
"May 1, 03:00 pm",1.62638,0.630946,212.377,1.21641
"May 1, 04:00 pm",1.20438,0.631408,212.377,0.900147
"May 1, 05:00 pm",0.572908,0.630716,212.377,0.428576
"May 1, 06:00 pm",0.0226742,-1,199.081,0.267669
"May 1, 07:00 pm",-0.00626786,-1,178.144,0.267669
"May 1, 08:00 pm",-0.0033543,-1,156.497,0.267669
"May 1, 09:00 pm",-0.00258511,-1,142.178,0.267669
"May 1, 10:00 pm",-0.00238666,-1,129.179,0.267669
"May 1, 11:00 pm",-0.00206848,-1,117.662,0.267669
"May 2, 12:00 am",-0.00183569,-1,107.518,0.267669
"May 2, 01:00 am",-0.00166106,-1,98.3859,0.267669
"May 2, 02:00 am",-0.00148933,-1,90.153,0.267669
"May 2, 03:00 am",-0.00134307,-1,82.7425,0.267669
"May 2, 04:00 am",-0.00121719,-1,76.0379,0.267669
"May 2, 05:00 am",-0.00106903,-1,70.0675,0.267669
"May 2, 06:00 am",0.00937786,-1,95.6266,0.267669
"May 2, 07:00 am",0.653469,0.445365,212.377,0.601403
"May 2, 08:00 am",1.47953,0.630107,212.377,1.10787
"May 2, 09:00 am",1.83015,0.632395,212.377,1.36605
"May 2, 10:00 am",1.9819,0.631644,212.377,1.48091
"May 2, 11:00 am",1.98661,0.631706,212.377,1.4843
"May 2, 12:00 pm",2.0371,0.631799,212.377,1.52184
"May 2, 01:00 pm",1.97144,0.631706,212.377,1.47297
"May 2, 02:00 pm",1.95065,0.631656,212.377,1.45753
"May 2, 03:00 pm",1.77229,0.631871,212.377,1.32383
"May 2, 04:00 pm",1.33862,0.631417,212.377,1.00049
"May 2, 05:00 pm",0.676523,0.631293,212.377,0.505681
"May 2, 06:00 pm",0.0271144,-1,202.769,0.267669
"May 2, 07:00 pm",-0.00646545,-1,181.341,0.267669
"May 2, 08:00 pm",-0.00339093,-1,159.15,0.267669
"May 2, 09:00 pm",-0.00259746,-1,144.797,0.267669
"May 2, 10:00 pm",-0.0024062,-1,131.714,0.267669
"May 2, 11:00 pm",-0.00208177,-1,120.128,0.267669
"May 3, 12:00 am",-0.00186977,-1,109.859,0.267669
"May 3, 01:00 am",-0.00166813,-1,100.633,0.267669
"May 3, 02:00 am",-0.00149491,-1,92.3748,0.267669
"May 3, 03:00 am",-0.00132746,-1,85.0033,0.267669
"May 3, 04:00 am",-0.00120341,-1,78.3813,0.267669
"May 3, 05:00 am",-0.00105727,-1,72.4801,0.267669
"May 3, 06:00 am",0.0104297,-1,101.179,0.267669
"May 3, 07:00 am",0.69756,0.472979,212.377,0.621282
"May 3, 08:00 am",1.50569,0.63015,212.377,1.12739
"May 3, 09:00 am",1.85232,0.631404,212.377,1.38454
"May 3, 10:00 am",1.99947,0.63169,212.377,1.49395
"May 3, 11:00 am",2.08127,0.631905,212.377,1.55461
"May 3, 12:00 pm",2.13102,0.632058,212.377,1.59144
"May 3, 01:00 pm",2.0655,0.631913,212.377,1.54281
"May 3, 02:00 pm",1.93241,0.631674,212.377,1.44387
"May 3, 03:00 pm",1.74587,0.63168,212.377,1.30444
"May 3, 04:00 pm",1.31082,0.631528,212.377,0.979552
"May 3, 05:00 pm",0.653478,0.631422,212.377,0.488365
"May 3, 06:00 pm",0.0269939,-1,202.669,0.267669
"May 3, 07:00 pm",-0.00637734,-1,181.611,0.267669
"May 3, 08:00 pm",-0.00337511,-1,159.547,0.267669
"May 3, 09:00 pm",-0.00263426,-1,145.126,0.267669
"May 3, 10:00 pm",-0.00243785,-1,131.861,0.267669
"May 3, 11:00 pm",-0.00210728,-1,120.128,0.267669
"May 4, 12:00 am",-0.00184592,-1,109.877,0.267669
"May 4, 01:00 am",-0.00162573,-1,100.84,0.267669
"May 4, 02:00 am",-0.00145889,-1,92.7888,0.267669
"May 4, 03:00 am",-0.00129662,-1,85.5936,0.267669
"May 4, 04:00 am",-0.0011568,-1,79.1858,0.267669
"May 4, 05:00 am",-0.00101689,-1,73.5169,0.267669
"May 4, 06:00 am",0.00955699,-1,99.7056,0.267669
"May 4, 07:00 am",0.646738,0.453486,212.377,0.590652
"May 4, 08:00 am",1.46085,0.630168,212.377,1.09379
"May 4, 09:00 am",1.80914,0.632106,212.377,1.35091
"May 4, 10:00 am",1.95771,0.631612,212.377,1.4629
"May 4, 11:00 am",1.99882,0.631726,212.377,1.49339
"May 4, 12:00 pm",2.03853,0.631815,212.377,1.52287
"May 4, 01:00 pm",1.96509,0.631705,212.377,1.46823
"May 4, 02:00 pm",1.87232,0.631588,212.377,1.39912
"May 4, 03:00 pm",1.67935,0.630852,212.377,1.2562
"May 4, 04:00 pm",1.24267,0.631478,212.377,0.928678
"May 4, 05:00 pm",0.59628,0.631331,212.377,0.445673
"May 4, 06:00 pm",0.0251232,-1,201.117,0.267669
"May 4, 07:00 pm",-0.00624709,-1,180.49,0.267669
"May 4, 08:00 pm",-0.00334822,-1,158.7,0.267669
"May 4, 09:00 pm",-0.0025878,-1,144.458,0.267669
"May 4, 10:00 pm",-0.00242237,-1,131.344,0.267669
"May 4, 11:00 pm",-0.00209562,-1,119.674,0.267669
"May 5, 12:00 am",-0.00183582,-1,109.479,0.267669
"May 5, 01:00 am",-0.00161734,-1,100.488,0.267669
"May 5, 02:00 am",-0.00143068,-1,92.5426,0.267669
"May 5, 03:00 am",-0.00129266,-1,85.4243,0.267669
"May 5, 04:00 am",-0.00115368,-1,79.0324,0.267669
"May 5, 05:00 am",-0.00101399,-1,73.3797,0.267669
"May 5, 06:00 am",0.00869975,-1,97.0252,0.267669
"May 5, 07:00 am",0.574374,0.424413,212.377,0.546546
"May 5, 08:00 am",1.38031,0.630565,212.377,1.03289
"May 5, 09:00 am",1.72606,0.631366,212.377,1.29021
"May 5, 10:00 am",1.87472,0.631495,212.377,1.4011
"May 5, 11:00 am",1.97893,0.631663,212.377,1.47866
"May 5, 12:00 pm",2.02102,0.63177,212.377,1.50989
"May 5, 01:00 pm",1.95693,0.631683,212.377,1.46217
"May 5, 02:00 pm",1.8783,0.631584,212.377,1.4036
"May 5, 03:00 pm",1.69781,0.631123,212.377,1.26953
"May 5, 04:00 pm",1.26589,0.631797,212.377,0.94561
